Gene stable ID,Transcript stable ID,Transcript start (bp),Transcript end (bp),Gene name,Transcript count,Gene type,Gene description,Strand
YGL067W,YGL067W_mRNA,376101,377255,NPY1,1,protein_coding,NADH diphosphatase (pyrophosphatase); hydrolyzes the pyrophosphate linkage in NADH and related nucleotides; localizes to peroxisomes; nudix hydrolase family member [Source:SGD;Acc:S000003035],1
tP(UGG)H,tP(UGG)H_tRNA,388893,388995,SUF8,1,tRNA,"Proline tRNA (tRNA-Pro), predicted by tRNAscan-SE analysis; target of K. lactis zymocin; can mutate to suppress +1 frameshift mutations in proline codons [Source:SGD;Acc:S000006682]",-1
YLR298C,YLR298C_mRNA,724721,725416,YHC1,1,protein_coding,"Component of the U1 snRNP complex required for pre-mRNA splicing; putative ortholog of human U1C protein, which is involved in formation of a complex between U1 snRNP and the pre-mRNA 5' splice site [Source:SGD;Acc:S000004289]",-1
YHL016C,YHL016C_mRNA,72037,74244,DUR3,1,protein_coding,"Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway [Source:SGD;Acc:S000001008]",-1
YDR531W,YDR531W_mRNA,1498232,1499335,CAB1,1,protein_coding,"Pantothenate kinase, ATP:D-pantothenate 4'-phosphotransferase; catalyzes the first committed step in the universal biosynthetic pathway for synthesis of coenzyme A (CoA); transcriptionally regulated by Upc2p via a sterol response element [Source:SGD;Acc:S000002939]",1
YER023W,YER023W_mRNA,201076,201936,PRO3,1,protein_coding,Delta 1-pyrroline-5-carboxylate reductase; catalyzes the last step in proline biosynthesis [Source:SGD;Acc:S000000825],1
YBR152W,YBR152W_mRNA,546376,547251,SPP381,1,protein_coding,"mRNA splicing factor, component of U4/U6.U5 tri-snRNP; interacts genetically and physically with Prp38p; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000000356]",1
YDR226W,YDR226W_mRNA,916486,917154,ADK1,1,protein_coding,"Adenylate kinase, required for purine metabolism; localized to the cytoplasm and the mitochondria; lacks cleavable signal sequence; protein abundance increases in response to DNA replication stress; mutations affecting Adk1p catalytic activity deregulate expression of phosphate utilization genes PHO5 and PHO84; human homolog AK1 can complement yeast adk1 mutant [Source:SGD;Acc:S000002634]",1
YDL133C-A,YDL133C-A_mRNA,221724,221801,RPL41B,1,protein_coding,"Ribosomal 60S subunit protein L41B; comprises only 25 amino acids; rpl41a rpl41b double null mutant is viable; homologous to mammalian ribosomal protein L41, no bacterial homolog; RPL41B has a paralog, RPL41A, that arose from the whole genome duplication [Source:SGD;Acc:S000002293]",-1
YOR182C,YOR182C_mRNA,678191,678793,RPS30B,1,protein_coding,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30B has a paralog, RPS30A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005708]",-1
YIL083C,YIL083C_mRNA,203556,204653,CAB2,1,protein_coding,"Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC); subunits of this complex are: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p; probable phosphopantothenoylcysteine synthetase (PPCS), which catalyzes the second step of coenzyme A biosynthesis from pantothenate; null mutant lethality is complemented by human homolog PPCS and by E. coli coaBC (encoding a bifunctional enzyme with PPCS activity) [Source:SGD;Acc:S000001345]",-1
YHR044C,YHR044C_mRNA,194068,194808,DOG1,1,protein_coding,"2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases; confers 2-deoxyglucose resistance when overexpressed; DOG1 has a paralog, DOG2, that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae, S. paradoxus, and S. mikatae [Source:SGD;Acc:S000001086]",-1
YDR188W,YDR188W_mRNA,836421,838061,CCT6,1,protein_coding,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif [Source:SGD;Acc:S000002596]",1
YOR219C,YOR219C_mRNA,752214,755009,STE13,1,protein_coding,"Dipeptidyl aminopeptidase; Golgi integral membrane protein that cleaves on the carboxyl side of repeating -X-Ala- sequences, required for maturation of alpha factor, transcription is induced by a-factor [Source:SGD;Acc:S000005745]",-1
YGR292W,YGR292W_mRNA,1076599,1078353,MAL12,1,protein_coding,"Maltase (alpha-D-glucosidase); inducible protein involved in maltose catabolism; encoded in the MAL1 complex locus; hydrolyzes the disaccharides maltose, turanose, maltotriose, and sucrose [Source:SGD;Acc:S000003524]",1
YHR072W-A,YHR072W-A_mRNA,241664,241840,NOP10,1,protein_coding,Subunit of box H/ACA snoRNP complex; required for pseudouridylation and processing of pre-18S rRNA [Source:SGD;Acc:S000007455],1
YDL237W,YDL237W_mRNA,30657,31829,AIM6,1,protein_coding,Protein of unknown function; required for respiratory growth; YDL237W is not an essential gene [Source:SGD;Acc:S000002396],1
YDR524C,YDR524C_mRNA,1487542,1488990,AGE1,1,protein_coding,ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in the secretory and endocytic pathways; contains C2C2H2 cysteine/histidine motif [Source:SGD;Acc:S000002932],-1
YPR038W,YPR038W_mRNA,646836,647195,IRC16,1,protein_coding,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene YPR037C; null mutant displays increased levels of spontaneous Rad52p foci [Source:SGD;Acc:S000006242]",1
YLR238W,YLR238W_mRNA,614755,616191,FAR10,1,protein_coding,"Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p, Far7p, Far8p, Far9p, and Far11p; potential Cdc28p substrate; FAR10 has a paralog, VPS64, that arose from the whole genome duplication [Source:SGD;Acc:S000004228]",1
YGR184C,YGR184C_mRNA,859901,865753,UBR1,1,protein_coding,E3 ubiquitin ligase (N-recognin); heterodimerizes with Rad6p to recognize and ubiquitinate substrates of the N-end rule pathway; role in endoplasmic reticulum-associated protein degradation (ERAD) in the absence of canonical ER membrane ligases or after stress; major role in targeting misfolded cytosolic proteins for degradation; regulates peptide transport via Cup9p ubiquitination; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS) [Source:SGD;Acc:S000003416],-1
YMR010W,YMR010W_mRNA,285100,286317,ANY1,1,protein_coding,"Putative protein of unknown function; null allele suppresses the lethality of neo1 and dop1 null alleles, as well as the growth defect of a mon2 null allele, and the cold sensitivity of a drs2 null; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the cytoplasm and endoplasmic reticulum in HTP studies; non-essential gene [Source:SGD;Acc:S000004612]",1
YCR048W,YCR048W_mRNA,211929,213761,ARE1,1,protein_coding,"Acyl-CoA:sterol acyltransferase; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the absence of oxygen; ARE1 has a paralog, ARE2, that arose from the whole genome duplication [Source:SGD;Acc:S000000644]",1
YGR024C,YGR024C_mRNA,531883,532596,THG1,1,protein_coding,tRNAHis guanylyltransferase; adds a guanosine residue to the 5' end of tRNAH is after transcription and RNase P cleavage; can also catalyze reverse (3'-5') polymerization with certain substrates in a template-dependent reaction; couples nuclear division and migration to cell budding and cytokinesis; essential enzyme conserved among eukaryotes [Source:SGD;Acc:S000003256],-1
YGL237C,YGL237C_mRNA,52731,53528,HAP2,1,protein_coding,Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA [Source:SGD;Acc:S000003206],-1
YPR045C,YPR045C_mRNA,655140,656552,THP3,1,protein_coding,Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes [Source:SGD;Acc:S000006249],-1
YPL033C,YPL033C_mRNA,487362,488207,SRL4,1,protein_coding,Protein of unknown function; involved in regulation of dNTP production; null mutant suppresses the lethality of lcd1 and rad53 mutations; expression is induced by Kar4p [Source:SGD;Acc:S000005954],-1
YER024W,YER024W_mRNA,202192,204963,YAT2,1,protein_coding,"Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane [Source:SGD;Acc:S000000826]",1
YKL092C,YKL092C_mRNA,266145,269459,BUD2,1,protein_coding,GTPase activating factor for Rsr1p/Bud1p; plays a role in spindle position checkpoint distinct from its role in bud site selection; required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types; contains two PH-like domains [Source:SGD;Acc:S000001575],-1
YDR189W,YDR189W_mRNA,838392,840392,SLY1,1,protein_coding,Hydrophilic protein involved in ER/Golgi vesicle trafficking; SM (Sec1/Munc-18) family protein that binds the tSNARE Sed5p and stimulates its assembly into a trans-SNARE membrane-protein complex [Source:SGD;Acc:S000002597],1
YMR165C,YMR165C_mRNA,590040,592628,PAH1,1,protein_coding,"Mg2+-dependent phosphatidate (PA) phosphatase; dephosphorylates PA to yield diacylglycerol; regulates phospholipid synthesis, nuclear/ER membrane growth, lipid droplet formation, triacylglycerol synthesis, vacuolar homeostasis and cell wall integrity; phosphorylated by Pho85p/Pho80p, Cdc28p/Cyclin B, PKA, PKC, and CKII, regulating activity, localization, and proteosomal degradation; homolog of mammalian lipins 1 and 2; human homologs LPIN1, LPIN2, LPIN3 complement the null [Source:SGD;Acc:S000004775]",-1
YGR062C,YGR062C_mRNA,616328,617278,COX18,1,protein_coding,"Protein required for membrane insertion of C-terminus of Cox2p; mitochondrial integral inner membrane protein; interacts genetically and physically with Mss2p and Pnt1p; similar to S. cerevisiae Oxa1, N. crassa Oxa2p, and E. coli YidC; respiratory defect of the null mutant is functionally complemented by human COX18 carrying the N-terminal 54 amino acids of S. cerevisiae Cox18p [Source:SGD;Acc:S000003294]",-1
YGL161C,YGL161C_mRNA,199210,200142,YIP5,1,protein_coding,Protein that interacts with Rab GTPases; localized to late Golgi vesicles; computational analysis of large-scale protein-protein interaction data suggests a possible role in vesicle-mediated transport [Source:SGD;Acc:S000003129],-1
YMR019W,YMR019W_mRNA,312156,315005,STB4,1,protein_coding,Putative transcription factor; contains a Zn(II)2Cys6 zinc finger domain characteristic of DNA-binding proteins; computational analysis suggests a role in regulation of expression of genes encoding transporters; binds Sin3p in a two-hybrid assay; [Source:SGD;Acc:S000004621],1
YCR073C,YCR073C_mRNA,242588,246583,SSK22,1,protein_coding,"MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; functionally redundant with Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p; SSK22 has a paralog, SSK2, that arose from the whole genome duplication [Source:SGD;Acc:S000000669]",-1
YBR127C,YBR127C_mRNA,491269,492822,VMA2,1,protein_coding,"Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1, implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness, complements yeast null mutant [Source:SGD;Acc:S000000331]",-1
YGR076C,YGR076C_mRNA,637104,637577,MRPL25,1,protein_coding,Mitochondrial ribosomal protein of the large subunit; mutation confers increased replicative lifespan [Source:SGD;Acc:S000003308],-1
YOR232W,YOR232W_mRNA,774573,775259,MGE1,1,protein_coding,"Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; acts as oxidative sensor to regulate mitochondrial Ssc1p; in presence of oxidative stress, dimeric Mge1p becomes a monomer and unable to regulate Ssc1p function; homolog of E. coli GrpE and human Mge1 (GRPEL1), which also responds to oxidative stress [Source:SGD;Acc:S000005758]",1
YML012C-A,YML012C-A_mRNA,245537,245914,,1,protein_coding,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SEL1 [Source:SGD;Acc:S000004474]",-1
YNL068C,YNL068C_mRNA,495701,498289,FKH2,1,protein_coding,"Forkhead family transcription factor; rate-limiting activator of replication origins; evolutionarily conserved regulator of lifespan; binds multiple chromosomal elements with distinct specificities, cell cycle dynamics; positively regulates transcriptional elongation; facilitates clustering, activation of early-firing replication origins; negative role in chromatin silencing at HML and HMR; major role in expression of G2/M phase genes; relocalizes to cytosol under hypoxia [Source:SGD;Acc:S000005012]",-1
snR39,snR39_snoRNA,365163,365251,,1,snoRNA,C/D box small nucleolar RNA (snoRNA); guides 2'-O-methylation of large subunit (LSU) rRNA at position A807 [Source:SGD;Acc:S000007302],-1
YMR123W,YMR123W_mRNA,513593,513961,PKR1,1,protein_coding,V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000004730],1
YJL100W,YJL100W_mRNA,237263,239086,LSB6,1,protein_coding,"Type II phosphatidylinositol 4-kinase; binds Las17p, a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization [Source:SGD;Acc:S000003636]",1
